,mid,title,released,director,boxoffice,inf_adj_boxoffice,cr,wicar
2070,tt2083383,Trouble with the Curve,09-21-2012,Robert Lorenz,"$35,763,137",42554556.72,0,0
1329,tt6902332,The Marksman,01-15-2021,Robert Lorenz,"$15,566,093",15566093,35763137,42554556.72
1940,tt0250494,Legally Blonde,07-13-2001,Robert Luketic,"$96,520,674",137252398.4,0,0
3918,tt0335559,Win a Date with Tad Hamilton!,01-23-2004,Robert Luketic,"$17,071,962",23195674.77,96520674,319290.9599
542,tt0369735,Monster-in-Law,05-13-2005,Robert Luketic,"$82,931,301",110928908.2,113592636,78147.12234
3062,tt0478087,21,03-28-2008,Robert Luketic,"$81,159,365",103421378.8,196523937,1075536.374
2380,tt1142988,The Ugly Truth,07-24-2009,Robert Luketic,"$88,915,214",111428546.2,277683302,1446371.815
1766,tt1103153,Killers,06-04-2010,Robert Luketic,"$47,059,963",57982580.41,366598516,2231905.94
216,tt1413495,Paranoia,08-16-2013,Robert Luketic,"$7,388,654",8635858.795,413658479,3471245.311
337,tt3551840,The Ballad of Gregorio Cortez,08-19-1983,Robert M. Young,0,0,0,0
1989,tt0091024,Extremities,08-22-1986,Robert M. Young,"$13,418,091",23327351.2,0,0
1393,tt0095050,Dominick and Eugene,09-09-1988,Robert M. Young,"$3,076,031",5217871.385,13418091,180.3436057
1498,tt0098513,Triumph of the Spirit,12-23-1989,Robert M. Young,"$408,839",684887.0928,16494122,57.62960735
890,tt0103036,Talent for the Game,06-28-1991,Robert M. Young,"$336,396",549334.668,16902961,15.43820218
3681,tt0107987,Roosters,07-14-1995,Robert M. Young,"$148,919",230615.9634,17239357,51.5701332
3844,tt0115847,Caught,01-24-1996,Robert M. Young,"$315,752",482311.18,17388276,30.93409908
1888,tt0255055,China: The Panda Adventure,06-09-2001,Robert M. Young,"$3,921,642",5576574.924,17704028,384.8717041
174,tt10702148,The Killing of Two Lovers,05-14-2021,Robert Machoian,"$71,162",71162,0,0
641,tt1043841,Emma Blue,03-15-2008,Robert MacLean,0,0,0,0
1775,tt0867464,Clean Break,07-03-2012,Robert Malenfant,0,0,0,0
1793,tt0085724,Independence Day,09-09-1983,Robert Mandel,"$151,462",272904.2316,0,0
1296,tt0092104,Touch and Go,08-22-1986,Robert Mandel,"$1,254,040",2180148.54,151462,1.033812241
2739,tt0105327,School Ties,09-18-1992,Robert Mandel,"$14,715,067",23719216.5,1405502,70.19876161
1387,tt0117774,The Substitute,04-19-1996,Robert Mandel,"$14,818,176",22634763.84,16120569,3180.919107
2259,tt0283452,The Long Ride Home,05-27-2003,Robert Marcarelli,0,0,0,0
1041,tt0100661,Sonny Boy,10-26-1990,Robert Martin Carroll,0,0,0,0
3056,tt0223828,Off the Lip,05-07-2004,Robert Mickelson,"$15,217",20675.3379,0,0
660,tt4687410,Mad to Be Normal,04-06-2017,Robert Mullan,0,0,0,0
2065,tt0084210,Kiss Me Goodbye,12-22-1982,Robert Mulligan,"$15,782,759",28770391.38,0,0
1130,tt0094882,Clara's Heart,10-07-1988,Robert Mulligan,"$5,194,491",8811415.083,15782759,222.4237151
3633,tt0102388,The Man in the Moon,10-04-1991,Robert Mulligan,"$2,853,801",4660257.033,20977250,198.6084963
1186,tt0110903,The Pros & Cons of Breathing,10-01-1993,Robert Munic,0,0,0,0
2388,tt12752880,Alien Vampire Busters,01-01-2021,Robert Nemere,0,0,0,0
1108,tt4861988,Boxing Day: A Day After Christmas,05-19-2017,"Robert O. Peters, Gift Joseph",0,0,0,0
1485,tt1342115,The Inheritance,04-12-2011,Robert O'Hara,0,0,0,0
2163,tt3701610,Silence Patton,04-03-2018,Robert Orlando,0,0,0,0
427,tt0078178,Le rose et le blanc,01-06-1982,Robert Pansard-Besson,0,0,0,0
4368,tt0120186,Body Count,04-28-1998,Robert Patton-Spruill,0,0,0,0
987,tt0466928,Polynesian Power,04-01-2005,"Robert Pennington, Jeremy Spear",0,0,0,0
2844,tt7167438,Affairs of the Heart,07-27-2017,Robert Peters,0,0,0,0
779,tt0081728,Do You Want a Nobel Baby?,11-19-1980,Robert Pouret,0,0,0,0
1309,tt0096913,Best of the Best,11-10-1989,Robert Radler,"$1,700,000",2847840,0,0
1499,tt0106393,Best of the Best II,03-05-1993,Robert Radler,"$6,608,687",10513099.28,1700000,130.9968058
986,tt0399757,Thierry Mugler,10-01-1985,Robert Réa,0,0,0,0
2497,tt0081283,Ordinary People,09-19-1980,Robert Redford,"$54,766,923",102145788.1,0,0
176,tt0095638,The Milagro Beanfield War,03-18-1988,Robert Redford,"$13,825,794",23452694.36,54766923,789.6884462
2259,tt0105265,A River Runs Through It,10-30-1992,Robert Redford,"$43,440,294",70021409.9,68592717,755.1800829
4393,tt0110932,Quiz Show,10-07-1994,Robert Redford,"$24,822,619",38964065.04,112033011,4601.321885
4445,tt0119314,The Horse Whisperer,05-15-1998,Robert Redford,"$75,383,563",111967206.1,136855630,10665.23584
23,tt0146984,The Legend of Bagger Vance,11-03-2000,Robert Redford,"$30,919,168",44619451.34,212239193,62544.77692
1603,tt0891527,Lions for Lambs,11-09-2007,Robert Redford,"$15,002,854",19434697.07,243158361,303043.6071
3735,tt0968264,The Conspirator,04-15-2011,Robert Redford,"$11,538,204",13972765.04,258161215,557542.3213
1935,tt1381404,The Company You Keep,04-26-2013,Robert Redford,"$5,133,027",5999481.958,269699419,837643.3043
4293,tt0099578,The First Power,04-06-1990,Robert Resnikoff,"$22,424,195",37091860.95,0,0
211,tt0144911,Father Roy: Inside the School of Assassins,09-15-1996,Robert Richter,0,0,0,0
1733,tt3505898,Strive,05-19-2019,Robert Rippberger,0,0,0,0
3500,tt0112851,Desperado,08-25-1995,Robert Rodriguez,"$25,405,445",39342872.13,0,0
3890,tt0116367,From Dusk Till Dawn,01-19-1996,Robert Rodriguez,"$25,836,616",39465430.94,25405445,5276.149122
1138,tt0227538,Spy Kids,03-30-2001,Robert Rodriguez,"$112,719,001",160286419.4,51242061,31494.57171
1383,tt0287717,Spy Kids 2: Island of Lost Dreams,08-07-2002,Robert Rodriguez,"$85,846,429",120262262.4,163961062,182744.7098
2079,tt0338459,Spy Kids 3: Game Over,07-25-2003,Robert Rodriguez,"$111,761,982",154209182.8,249807491,196134.2874
2374,tt0285823,Once Upon a Time in Mexico,09-12-2003,Robert Rodriguez,"$56,359,780",77765224.44,361569473,251435.7179
417,tt0424774,The Adventures of Sharkboy and Lavagirl 3-D,06-10-2005,Robert Rodriguez,"$39,177,684",52404070.12,417929253,259272.225
3790,tt1077258,Planet Terror,06-13-2008,Robert Rodriguez,0,0,457106937,510249.9124
1482,tt1517489,Spy Kids 4: All the Time in the World,08-19-2011,Robert Rodriguez,"$38,538,188",46669745.67,457106937,14413.29711
1235,tt2002718,Machete Kills,10-11-2013,Robert Rodriguez,"$8,008,161",9359938.577,495645125,2691248.863
401,tt0437086,Alita: Battle Angel,02-14-2019,Robert Rodriguez,"$85,838,210",89460582.46,503653286,5905081.845
743,tt0462322,Grindhouse,04-06-2007,"Robert Rodriguez, Eli Roth, Quentin Tarantino","$25,037,897",32434091.77,0,0
505,tt1242539,Godspeed,06-13-2009,Robert Saitzyk,0,0,0,0
1535,tt0080895,How to Beat the High Cost of Living,07-11-1980,Robert Scheerer,"$7,500,000",13988250,0,0
1747,tt4562728,Dreamland,11-11-2016,Robert Schwartzman,0,0,0,0
1268,tt7149336,The Unicorn,02-01-2019,Robert Schwartzman,0,0,0,0
771,tt10307856,The Argument,09-04-2020,Robert Schwartzman,0,0,0,0
2611,tt0408790,Flightplan,09-23-2005,Robert Schwentke,"$89,707,299",119992483.1,0,0
2506,tt0452694,The Time Traveler's Wife,08-14-2009,Robert Schwentke,"$63,414,846",79471485.01,89707299,1660850.421
86,tt1245526,RED,10-15-2010,Robert Schwentke,"$90,380,162",111357397.6,153122145,1604251.366
1480,tt0790736,R.I.P.D.,07-19-2013,Robert Schwentke,"$33,618,855",39293717.72,243502307,6512014.269
962,tt2908446,Insurgent,03-20-2015,Robert Schwentke,"$130,179,072",146659742.5,277121162,5388998.563
2051,tt3410834,Allegiant,03-18-2016,Robert Schwentke,"$66,184,051",73166468.38,407300234,25554831.91
4016,tt8404256,Snake Eyes: G.I. Joe Origins,07-23-2021,Robert Schwentke,0,0,473484285,98721300.29
3558,tt7381444,In the Cloud,02-08-2018,Robert Scott Wildes,0,0,0,0
2984,tt0768212,The Last Mimzy,03-23-2007,Robert Shaye,"$21,471,047",27813594.28,0,0
1926,tt5034122,Cruise,09-28-2018,Robert Siegel,0,0,0,0
2046,tt6821012,The Week Of,04-27-2018,Robert Smigel,0,0,0,0
589,tt1587310,Maleficent,05-30-2014,Robert Stromberg,"$241,410,378",277066690.8,0,0
3071,tt7846056,Feast of the Seven Fishes,11-15-2019,Robert Tinnell,0,0,0,0
273,tt0096244,Tequila Sunrise,12-02-1988,Robert Towne,"$41,292,551",70044554.26,0,0
4361,tt0119934,Without Limits,09-11-1998,Robert Towne,"$777,423",1154706.382,41292551,19170.31708
2100,tt0384814,Ask the Dust,04-13-2006,Robert Towne,"$743,847",979274.5755,42069974,5573.051834
19,tt0092948,Eddie Murphy: Raw,12-18-1987,Robert Townsend,"$50,504,655",86736694.5,0,0
3653,tt0118663,B*A*P*S,03-28-1997,Robert Townsend,"$7,246,735",10916481.6,50504655,16617.12274
2278,tt1124061,Why We Laugh: Black Comedians on Black Comedy,01-01-2009,Robert Townsend,0,0,57751390,151328.1595
2587,tt2298271,BloodBath Jason Vs Micheal,04-30-2012,Robert Urich,0,0,0,0
1171,tt3195228,First Kill,06-30-2012,Robert Urich,0,0,0,0
912,tt0081408,Die Reinheit des Herzens,06-06-1980,Robert van Ackeren,0,0,0,0
488,tt1205476,Distance Runners,09-01-2009,Robert Vicencio,0,0,0,0
9,tt0387925,Chestnut: Hero of Central Park,07-20-2005,Robert Vince,0,0,0,0
2071,tt8861786,Puppy Star Christmas,11-20-2018,Robert Vince,0,0,0,0
1292,tt0088757,Avenging Angel,01-11-1985,Robert Vincent O'Neil,"$5,622,787",9893856.005,0,0
1334,tt0086337,"Somewhere, Tomorrow",09-01-1983,Robert Wiemer,0,0,0,0
602,tt12452752,An Ideal Host,07-09-2020,Robert Woods,0,0,0,0
2764,tt0104443,Hostage,08-15-1992,Robert Young,0,0,0,0
3050,tt0108207,Splitting Heirs,04-30-1993,Robert Young,"$3,246,063",5163837.02,0,0
466,tt0163006,Captain Jack,05-28-1999,Robert Young,0,0,3246063,2018.967867
1785,tt0858500,All at Sea,05-25-2012,Robert Young,0,0,3246063,81.47263587
2569,tt0081698,Used Cars,07-11-1980,Robert Zemeckis,"$11,715,321",21850245.2,0,0
2588,tt0088011,Romancing the Stone,03-30-1984,Robert Zemeckis,"$76,572,238",136352184.2,11715321,40.55867843
2263,tt0088763,Back to the Future,07-03-1985,Robert Zemeckis,"$211,406,762",371991338.4,88287559,361.5694003
1022,tt0096438,Who Framed Roger Rabbit,06-22-1988,Robert Zemeckis,"$156,452,370",265390155.2,299694321,2875.865496
2482,tt0096874,Back to the Future Part II,11-22-1989,Robert Zemeckis,"$119,000,002",199348803.4,456146691,2931.074081
115,tt0099088,Back to the Future Part III,05-25-1990,Robert Zemeckis,"$88,277,583",146019950,575146693,3145.279606
4287,tt0104070,Death Becomes Her,07-31-1992,Robert Zemeckis,"$58,422,650",94171469.54,663424276,4701.806051
1137,tt0109830,Forrest Gump,07-06-1994,Robert Zemeckis,"$330,455,270",518715637.3,721846926,6188.538697
174,tt0118884,Contact,07-11-1997,Robert Zemeckis,"$100,920,329",152026383.6,1052302196,99377.36614
4121,tt0161081,What Lies Beneath,07-21-2000,Robert Zemeckis,"$155,464,351",224350604.9,1153222525,84969.21461
993,tt0162222,Cast Away,12-22-2000,Robert Zemeckis,"$233,632,142",337154544.1,1308686876,125357.5617
1961,tt0442933,Beowulf,11-16-2007,Robert Zemeckis,"$82,280,579",106586262,1542319018,2287510.113
2894,tt1067106,A Christmas Carol,11-06-2009,Robert Zemeckis,"$137,855,863",172760967.5,1624599597,1506953.149
1981,tt1907668,Flight,11-02-2012,Robert Zemeckis,"$93,772,375",111579749,1762455460,7032339.183
1805,tt3488710,The Walk,10-09-2015,Robert Zemeckis,"$10,137,502",11420909.75,1856227835,13954593.56
2077,tt3640424,Allied,11-23-2016,Robert Zemeckis,"$40,098,064",44328409.75,1866365337,4264860.843
1330,tt3289724,Welcome to Marwen,12-21-2018,Robert Zemeckis,"$10,763,520",11444850.82,1906463401,16667491.81
1399,tt0805647,The Witches,10-22-2020,Robert Zemeckis,0,0,1917226921,19678639.84
1779,tt7763324,Amazing Stories,07-10-1986,"Robert Zemeckis, William Dear, Steven Spielberg",0,0,0,0
1280,tt6750994,Dhooram Adhighamillai,12-09-1983,Robert-Rajasekaran,0,0,0,0
166,tt0447918,The Dark Sea,08-25-2006,Roberta Torre,0,0,0,0
1044,tt0367098,Sotto falso nome,02-27-2004,Roberto Andò,0,0,0,0
1483,tt3587714,Vamos de Robo,01-15-2014,Roberto Angel Salcedo,0,0,0,0
1545,tt5206246,Mi Suegra y Yo,01-21-2016,Roberto Angel Salcedo,0,0,0,0
501,tt5608126,¿Pa' Qué me Casé?,09-15-2016,Roberto Angel Salcedo,0,0,0,0
229,tt0119548,Little City,02-20-1998,Roberto Benabib,0,0,0,0
546,tt0095869,Il piccolo diavolo,10-20-1988,Roberto Benigni,0,0,0,0
54,tt0086483,Tu mi turbi,07-18-1990,Roberto Benigni,0,0,0,0
3823,tt0102164,Johnny Stecchino,10-24-1991,Roberto Benigni,"$626,057",1022351.081,0,0
492,tt0110570,Il mostro,04-19-1996,Roberto Benigni,"$638,645",975530.2375,626057,137.1042953
4767,tt0118799,La vita è bella,12-20-1997,Roberto Benigni,"$57,563,264",86713300.89,1264702,186.9195508
2555,tt0087814,Non ci resta che piangere,12-20-1984,"Roberto Benigni, Massimo Troisi",0,0,0,0
1190,tt0085366,Order of Death,03-15-1983,Roberto Faenza,0,0,0,0
3266,tt0102449,Mio caro dottor Gräsler,03-30-1990,Roberto Faenza,0,0,0,0
4376,tt0177514,The Lost Lover,10-15-1999,Roberto Faenza,0,0,0,0
2090,tt0349995,Prendimi l'anima,08-02-2004,Roberto Faenza,0,0,0,0
1817,tt1261045,Il caso dell'infedele Klara,03-27-2009,Roberto Faenza,0,0,0,0
2098,tt1703125,Someday This Pain Will Be Useful to You,10-05-2012,Roberto Faenza,0,0,0,0
3707,tt7628846,Onyx: Kings of the Grail,03-22-2019,Roberto Girault,0,0,0,0
2140,tt1727787,El sueño de Iván,10-14-2011,Roberto Santiago,0,0,0,0
3794,tt2538222,Me estás matando Susana,08-19-2016,Roberto Sneider,0,0,0,0
1150,tt2980706,Planes: Fire & Rescue,07-18-2014,Roberts Gannaway,"$59,165,787",67904573.74,0,0
848,tt1217213,Secret of the Wings,12-14-2012,"Roberts Gannaway, Peggy Holmes",0,0,0,0
1384,tt7311330,The Last Exorcist,10-12-2020,Robin Bain,0,0,0,0
725,tt4807408,The Best of Enemies,04-05-2019,Robin Bissell,"$10,205,616",10636293,0,0
3267,tt2238769,"Derby Baby: A Story of Love, Addiction and Rink Rash",03-31-2012,"Robin Bond(co-director), Dave Wruck(co-director)",0,0,0,0
2216,tt3111306,Bad Company,08-14-2018,Robin Christian,0,0,0,0
2400,tt0084158,J'ai épousé une ombre,02-16-1983,Robin Davis,0,0,0,0
270,tt3823672,A.R.C.H.I.E.,06-07-2017,Robin Dunne,0,0,0,0
1508,tt6054710,Anthem of a Teenage Prophet,01-11-2019,Robin Hays,0,0,0,0
713,tt2233624,Kin,06-11-2012,"Robin Kempe-Bergman, Rachel Lambert",0,0,0,0
1399,tt0084889,The Wars,11-10-1983,Robin Phillips,0,0,0,0
406,tt7149730,The Silencing,07-18-2020,Robin Pront,"$100,746",102871.7406,0,0
2721,tt0866437,The Jane Austen Book Club,10-05-2007,Robin Swicord,"$3,575,227",4631349.056,0,0
2114,tt5195412,Wakefield,05-19-2017,Robin Swicord,"$262,599",284762.3556,3575227,1111986.908
929,tt7141030,La finale,03-21-2018,Robin Sykes,0,0,0,0
1399,tt10265034,Land,02-12-2021,Robin Wright,"$2,577,830",2577830,0,0
3759,tt1220633,Pastor Brown,06-26-2009,Rockmond Dunbar,0,0,0,0
1838,tt0104984,Nervous Ticks,09-03-1993,Rocky Lang,0,0,0,0
480,tt0093418,Like Father Like Son,10-02-1987,Rod Daniel,"$34,377,585",59040064.48,0,0
1102,tt0097637,K-9,04-28-1989,Rod Daniel,"$43,247,647",72448458.25,34377585,652.054811
3197,tt0465436,December Boys,09-20-2007,Rod Hardy,"$50,715",65696.211,0,0
3744,tt0117496,Robinson Crusoe,06-12-1997,"Rod Hardy, George Miller",0,0,0,0
1306,tt0101560,Chains of Gold,09-15-1991,Rod Holcomb,0,0,0,0
1448,tt0208874,The Contender,10-13-2000,Rod Lurie,"$17,872,723",25792126.56,0,0
2597,tt0272020,The Last Castle,10-19-2001,Rod Lurie,"$18,244,060",25943053.32,17872723,20580.12231
3248,tt0416185,Resurrecting the Champ,08-24-2007,Rod Lurie,"$3,172,573",4109751.064,36116783,176091.3526
3140,tt1073241,Nothing But the Truth,07-29-2009,Rod Lurie,0,0,39289356,59321.57579
1579,tt0999913,Straw Dogs,09-16-2011,Rod Lurie,"$10,324,441",12502898.05,39289356,1675.687689
1235,tt3833480,The Outpost,07-03-2020,Rod Lurie,"$186,635",190572.9985,49613797,8753201.617
3732,tt0107773,Paper Hearts,07-09-1993,Rod McCall,0,0,0,0
2180,tt0113646,Lewis & Clark & George,06-04-1998,Rod McCall,0,0,0,0
530,tt0375195,The Deep Below,03-13-2007,Rod Slane,0,0,0,0
854,tt1254966,Northern Comfort,05-28-2010,Rod Webber,0,0,0,0
4196,tt0131603,Stir,10-20-1998,Rodion Nahapetov,0,0,0,0
837,tt1196609,Contamination,05-01-2008,Rodion Nakhapetov,0,0,0,0
327,tt0104499,In the Heat of Passion,01-24-1992,Rodman Flender,0,0,0,0
865,tt0138510,Idle Hands,04-30-1999,Rodman Flender,"$4,152,230",6079695.166,0,0
716,tt0306597,Brother to Brother,01-17-2004,Rodney Evans,"$80,906",109926.9822,0,0
85,tt0119851,Owd Bob,02-17-1998,Rodney Gibbons,0,0,0,0
4250,tt0120247,Surface to Air,07-20-1999,Rodney McDonald,0,0,0,0
736,tt0188205,Sonic Impact,03-25-2000,Rodney McDonald,0,0,0,0
234,tt2091368,New Hope,02-10-2012,Rodney Ray,0,0,0,0
1293,tt0086293,El señor Galíndez,02-14-1984,Rodolfo Kuhn,0,0,0,0
1392,tt10492618,La source,07-24-2019,Rodolphe Lauga,0,0,0,0
950,tt3202408,Situation amoureuse: C'est compliqué,03-19-2014,"Rodolphe Lauga, Manu Payet",0,0,0,0
4063,tt0269058,Ceci est mon corps,08-29-2001,Rodolphe Marconi,0,0,0,0
3458,tt0402130,The Last Day,11-03-2004,Rodolphe Marconi,0,0,0,0
381,tt1462758,Buried,10-15-2010,Rodrigo Cortés,"$1,044,143",1286488.59,0,0
1910,tt1748179,Red Lights,03-02-2012,Rodrigo Cortés,"$52,624",62617.2976,1044143,51914.45498
1044,tt2372251,Down a Dark Hall,08-17-2018,Rodrigo Cortés,0,0,1096767,39284.39114
1698,tt0210358,Things You Can Tell Just by Looking at Her,10-04-2000,Rodrigo García,0,0,0,0
359,tt0420015,Nine Lives,09-02-2005,Rodrigo García,"$478,830",640483.008,0,0
2027,tt0449487,Passengers,09-26-2008,Rodrigo García,"$292,437",372652.4691,478830,6205.576483
314,tt1121977,Mother and Child,07-02-2010,Rodrigo García,"$1,110,509",1368258.139,771267,7491.261453
884,tt1602098,Albert Nobbs,02-22-2012,Rodrigo García,"$3,014,696",3587186.77,1881776,55516.45063
953,tt3513054,Last Days in the Desert,06-23-2016,Rodrigo García,0,0,4896472,612229.1304
2028,tt10344522,Four Good Days,05-21-2021,Rodrigo García,"$837,849",837849,4896472,612229.1304
3467,tt3312180,The Last Man,01-18-2019,Rodrigo H. Vila,0,0,0,0
263,tt1442569,Depositarios,09-27-2013,Rodrigo Ordoñez,0,0,0,0
2908,tt7974634,Koati,08-05-2021,Rodrigo Perez-Castro,0,0,0,0
1775,tt0390621,What Sebastian Dreamt,01-01-2004,Rodrigo Rey Rosa,0,0,0,0
2017,tt9234450,Madre,10-30-2020,Rodrigo Sorogoyen,0,0,0,0
3480,tt1640718,The Prophet,08-07-2015,"Roger Allers, Gaëtan Brizzi, Paul Brizzi","$725,489",817335.9074,0,0
1572,tt0400717,Open Season,09-29-2006,"Roger Allers, Jill Culton, Anthony Stacchi","$85,105,259",112041073.5,0,0
2563,tt0110357,The Lion King,06-24-1994,"Roger Allers, Rob Minkoff","$422,783,777",663643694.8,0,0
1579,tt0110265,Killing Zoe,09-01-1994,Roger Avary,"$418,961",657643.0817,0,0
4149,tt0292644,The Rules of Attraction,10-11-2002,Roger Avary,"$6,532,619",9151545.957,418961,749.6404558
732,tt7248248,Lucky Day,10-11-2019,Roger Avary,0,0,6951580,4484624.843
1750,tt0097818,Malarek,03-03-1989,Roger Cardinal,0,0,0,0
2008,tt0084658,The Sender,10-22-1982,Roger Christian,"$1,054,328",1921934.511,0,0
3618,tt0110689,Nostradamus,09-16-1994,Roger Christian,"$364,164",571628.2308,1054328,126.294857
3523,tt0113063,The Final Cut,06-20-1996,Roger Christian,0,0,1418492,76.67620525
3917,tt0120414,Underworld,05-09-1997,Roger Christian,0,0,1418492,0.01468972182
1366,tt0119630,Masterminds,08-22-1997,Roger Christian,"$1,935,539",2915695.95,1418492,0.000002814274995
2658,tt0185183,Battlefield Earth,05-12-2000,Roger Christian,"$21,471,685",30985788.62,3354031,1628.549914
1870,tt2268573,Stranded,07-26-2013,Roger Christian,0,0,24825716,1786362.935
651,tt5206098,Joseph and Mary,07-05-2016,Roger Christian,0,0,24825716,300234.0185
113,tt0099612,Roger Corman's Frankenstein Unbound,11-02-1990,Roger Corman,"$334,748",553706.6668,0,0
1235,tt0377673,Comment passer son permis de conduire,07-23-1980,Roger Derouillat,0,0,0,0
2349,tt0086993,The Bounty,05-04-1984,Roger Donaldson,"$8,613,462",15337991.78,0,0
2532,tt0089555,Marie,09-27-1985,Roger Donaldson,"$2,507,995",4413068.002,8613462,40.67222593
185,tt0093640,No Way Out,08-14-1987,Roger Donaldson,"$35,509,515",60984041.06,11121457,23.88240081
702,tt0094889,Cocktail,07-29-1988,Roger Donaldson,"$78,222,753",132689255.9,46630972,471.4674231
282,tt0099204,Cadillac Man,05-18-1990,Roger Donaldson,"$27,627,310",45698333.47,124853725,2093.517243
3666,tt0105813,White Sands,04-24-1992,Roger Donaldson,"$9,011,574",14525756.13,152481035,1471.510679
3772,tt0109890,The Getaway,02-11-1994,Roger Donaldson,"$16,094,974",25264280.69,161492609,954.6184469
3449,tt0114508,Species,07-07-1995,Roger Donaldson,"$60,074,103",93030755.91,177587583,2371.768997
4146,tt0118928,Dante's Peak,02-07-1997,Roger Donaldson,"$67,127,760",101121257.7,237661686,17823.40116
2406,tt0146309,Thirteen Days,01-12-2001,Roger Donaldson,"$34,592,089",49189950.56,304789446,80701.16489
2478,tt0292506,The Recruit,01-31-2003,Roger Donaldson,"$52,802,140",72856392.77,339381535,80232.99924
554,tt0412080,The World's Fastest Indian,03-24-2006,Roger Donaldson,"$5,128,124",6751175.246,392183675,346271.1172
801,tt0200465,The Bank Job,03-07-2008,Roger Donaldson,"$30,060,660",38306299.04,397311799,68766.45545
2294,tt1214962,Seeking Justice,09-02-2011,Roger Donaldson,"$411,746",498624.406,427372459,1084000.618
1673,tt2402157,The November Man,08-27-2014,Roger Donaldson,"$25,018,119",28713295.18,427784205,130335.976
692,tt8679574,Huckleberry,10-21-2018,Roger Glenn Hill,0,0,0,0
1687,tt0902348,The Waiting Room,06-08-2013,Roger Goldby,0,0,0,0
429,tt5517438,7 años,10-28-2016,Roger Gual,0,0,0,0
737,tt0093888,La rumba,02-18-1987,Roger Hanin,0,0,0,0
372,tt0095629,Midnight Crossing,03-24-1989,Roger Holzberg,"$1,328,001",2224667.275,0,0
1081,tt0292203,Queen of the Whole Wide World,04-20-2001,Roger Hyde,0,0,0,0
3640,tt0139134,Cruel Intentions,03-05-1999,Roger Kumble,"$38,773,785",56772576,0,0
2631,tt0253867,The Sweetest Thing,04-12-2002,Roger Kumble,"$24,718,164",34627675.95,38773785,64714.46432
